select * from headword_exs where Trs regexp '.+\)。\S.*';
WdID	PoSID	MnID	col_Order	Wd	Wd2	exid	Ex	IPA	Trs
7302	0	0	6988	シーッ	⸢シーッ	1	⸢シーッ　⸢シーッ	[⸢ʃiːʃ ⸢ʃiːt]	(「おしっこ、おしっこ」の義)。動物を追い立てる声。
7352	0	0	7005	シーニー	⸢シー⸣ニー	1	⸢シー⸣ニー　⸢マイ⸣ニー　マー⸢タキ⸣　ナ⸢シバ⸣ル　カ⸢タミヤッ⸣サ	[⸢ʃiː⸣niː ⸢mai⸣niː maː⸢taki⸣ na⸢ʃiba⸣ru ka⸢tamijas⸣sa]	(後ろの荷、前の荷を同じ重さにしたほうが担ぎやすい)。後ろの荷が重いこと。対義語は、⸢マイ⸣ニー[⸢mai⸣niː](前の荷が重いこと)。
7304	0	0	7007	シーヌウチ	⸢シーヌウチ	1	⸣インダヌ　⸢シーヌウチ⸣ナー　パ⸢トゥ⸣マ　⸣ムラヌ　⸢アッ⸣タンティ⸢ダー	[⸣ʔindanu ⸢ʃiːnuʔuʧi⸣naː pḁ⸢tu⸣mamuranu ⸢ʔat⸣tanti⸢daː]	(伊武田の垣の内には鳩間村があったそうだよ)。珊瑚石や山石などを積み上げて作ったもの。幅約50センチ、高さ約1メートルに積み、昔の伊武田村一帯を張り巡らしてあったという。その内側をシーヌウチという。
7461	0	0	7021	シーネー	⸢シー⸣ネー	1	⸢シー⸣ネーラ　⸢ブー⸣ヌ　カ⸢リ⸣キー　タ⸢ム⸣ヌ　バ⸢リ	[⸢ʃiː⸣neːra ⸢buː⸣nu ka⸢ri⸣kiː ta⸢mu⸣nu ba⸢ri]	(後ろ隣から薪割り斧を借りてきて薪を割りなさい)。[ʃiːnujaː](後の家)　→　[ʃiːɲaː]　→　[ʃiːneː]　と音韻変化したもの。
7410	0	0	7031	シーバフイ	⸢シー⸣バ　⸣フイ　	1	カ⸢ジブタラーマ⸣ヌ　⸢ヤー⸣ヌ　ヌ⸢キ⸣ナー　⸢シー⸣バ　⸣フイティ　ッ⸢ふァ⸣　シ⸢ダ⸣シ　⸣シケー	[ka⸢ʤibutaraːma⸣nu ⸢jaː⸣nu nu⸢ki⸣naː ⸢ʃiː⸣ba ⸣ɸuiti f⸢fa⸣ ʃi⸢da⸣ʃi ⸣ʃi̥keː]	(燕が家の軒に巣を喰って雛<子>を孵して<孵化させて>おいてある)。⸣シー　ス⸢ク⸣ルン[⸣ʃiː su̥⸢ku⸣ruŋ](巣を作る)ともいう
7467	0	0	7040	ジーピシ	⸢ジー⸣ピシ	1	⸣ヤー　ス⸢ク⸣ロール　⸣ピンマー　⸣ヤッシェーシ　⸢ジー⸣ピシ　⸢ソーッ⸣タ	[⸣jaː su̥⸢ku⸣roːru ⸣pimmaː ⸣jaʃʃeːʃi ⸢ʤiː⸣piʃi ⸢soːt⸣ta]	(家屋新築<家造り>される時は地突きで突いて地固めをされた)。⸣ヤッシェー[⸣jaʃʃeː](胴突き)参照。
7467	0	0	7040	ジーピシ	⸢ジー⸣ピシ	2	イ⸢シジー⸣　ビ⸢スン⸣　トンマー　イ⸢シグー⸣　イ⸢リティ　ジー⸣ピシ　⸢シー⸣　カ⸢タミリ⸣バ	[ʔi⸢ʃiʤiː⸣ bi⸢sun⸣ tommaː ʔi⸢ʃiguː⸣ ʔi⸢riti ʤiː⸣pi̥ʃi ⸢ʃiː⸣ ka⸢tamiri⸣ba]	(礎石を据える所は砂利を入れて地搗きをして固めなさいよ)。⸢ヤッシェー[⸢jaʃʃeː](胴突き{EOS}掛矢)ともいう
7471	0	0	7047	シープサン	⸢シー⸣プサン	1	シ⸢グトゥ　シー⸣　プサン	[ʃi⸢gutu ʃiː⸣ pu̥saŋ]	(仕事をしたい)。生理現象を表す場合は、シ⸢バ⸣ル　⸢シッ⸣ツァーン[ʃi⸢ba⸣ru ⸢ʃit⸣ʦaːŋ](小便をしたい<~したさ・あり>)のように融合変化した形を用いる。
8273	0	0	7056	シーマザーリシバル	⸢シーマザーリ⸣　シ⸢バ⸣ル	1	⸢シーマザーリ⸣　シ⸢バル⸣ヌ　ン⸢ジル⸣ヌ　⸣ヌーカヤー	[⸢ʃiːmaʣaːri⸣ ʃi⸢baru⸣nu ʔn⸢ʤiru⸣nu ⸣nuːkajaː]	(潜血尿が出るけれど何だろうか)。シ⸢バ⸣ルナ　⸣イル　⸣シキ　⸢ベー[ʃi⸢ba⸣runaː ⸣ʔiru ⸣ʃiki ⸢beː](尿に色がついている{EOS}着色尿{EOS}colored　urine)『医学沖縄語辞典』
7477	0	0	7061	ジーマミ	⸢ジー⸣マミ	1	パ⸢トゥ⸣マナー　⸢ジー⸣マミン　ス⸢ク⸣ローッタン	[pḁ⸢tu⸣manaː ⸢ʤiː⸣mamiːn su̥⸢ku⸣roːttaŋ]	(鳩間島には落花生も作られた)。成熟した落花生を天日で干し、乾燥させる。十分に乾燥した落花生の殻を除去し、実を炒って食する。酒の摘みとして好まれる。また、落花生を石臼で挽き、⸢ジーマミドー⸣フ[⸢ʣiːmamidoː⸣ɸu](落花生豆腐)を造る。
7380	0	0	7069	シームヌ	⸢シームヌ	1	カ⸢マブクヌ　シームヌ⸣　ン⸢ザ⸣シバ	[ka⸢mabukunu ʃiːmunu⸣ ʔn⸢ʣa⸣ʃiba]	(蒲鉾の吸い物を出しなさい)。祝儀や法事などには、イ⸢チバンシー⸣ムヌ[ʔi⸢ʧibaŋʃiː⸣munu](一番吸い物)、⸢ニーバンシー⸣ムヌ[⸢niːbaŋʃiː⸣munu](二番吸い物)などと作った。
7515	0	0	7101	シゥカーン	シゥ⸢カー⸣ン	3	シゥ⸢カーン⸣　トンマー　⸣マーヤ	[sï̥⸢kaːn⸣ tommaː maːja]	(近い所は何処か)。若年層はシ⸢カー⸣ン[ʃi̥⸢kaː⸣ŋ](近い)ともいう。
7528	0	0	7122	シゥカウン	シゥ⸢カウン	1	シゥ⸢カンギー⸣シ　⸣パラー　シゥ⸢カウンティ⸣　ウ⸢ムー⸣ヌ　シゥ⸢カイ⸣　ミサンカヤー	[si̥⸢kaŋgiː⸣ʃi ⸣paraː si̥⸢kaunti⸣ ʔu⸢muː⸣nu si̥⸢kai⸣ misaŋkajaː]	(支柱で柱を支えようと思うが支えてよいかねえ)。ク⸢リ⸣シェー　シゥ⸢カーララヌ⸣。ビ⸢チ⸣ヌ　シゥ⸢カウ　キー⸣バ　⸣トゥミ　⸣キー　シゥ⸢カイ⸣バ[ku⸢ri⸣ʃeː si̥⸢kairaranu⸣。bi⸢ʧi⸣nu si̥⸢kau kiː⸣ba ⸣tumi ⸣kiː si̥⸢kai⸣ba](これでは支えられない{EOS}別の支える木<支柱>を探してきて支えなさい)。
7494	0	0	7124	シゥカスン	シゥ⸢カスン	1	ウ⸢シヌ⸣ヤマ　ウ⸢シン⸣　ピ⸢カシティ⸣　パ⸢タ⸣キ　シゥ⸢カスンティ　スンドゥ⸣　イ⸢シヌ　ゴー⸣ラーティ　シゥ⸢カサラヌ	[ʔu⸢ʃinu⸣ jama ʔu⸢ʃim⸣ pi̥⸢kaʃiti⸣ pḁ⸢ta⸣ki sï̥⸢kasunti sundu⸣ ʔi⸢ʃinu goː⸣raːti sï̥⸢kasaranu]	(鋤を牛に引かせて畑を鋤こう<鋤かせよう>とするが、石が多いので鋤け<鋤かされ>ない)。若年層は、シ⸢カスン[ʃi̥⸢kasuŋ](鋤かせる)という。
7572	0	0	7137	シゥカナイバキ	シゥ⸢カナイ⸣バキ	1	シゥ⸢カナイバ⸣キ	[ʃi̥⸢kanaiba⸣ki]	(仔分け)ともいう(若年層)。家畜(牛や豚)の所有主と飼育者が、家畜の生んだ仔を両者で折半する契約の基に飼育者が家畜を飼育すること。
7532	0	0	7150	シゥカミチ	シゥ⸢カ⸣ミチ	1	ク⸢ヌ⸣　ミ⸢チ⸣トゥ　カ⸢ヌ⸣　ミ⸢チ⸣トー　⸢マー⸣ル　シゥ⸢カ⸣ミチヤー	[ku⸢nu⸣ mi⸢ʧi⸣tu ka⸢nu⸣ mi⸢ʧi⸣toː ⸢maː⸣ru sï̥⸢ka⸣miʧijaː]	(この道とあの道とでは何処が近道か)。シ⸢カ⸣ミチ[ʃi̥⸢ka⸣miʧi](近道)(若年層)ともいう。
7584	0	0	7155	シゥカムン	シゥ⸢カ⸣ムン	9	ギッ⸢ティ⸣　シゥ⸢カ⸣ミ	[git⸢ti⸣ sï̥⸢ka⸣mi]	(ぎゅっと掴め)。捕まえる。
7610	0	2	7171	シゥカリン	シゥ⸢カリン	1	ク⸢リ⸣シン⸢デー⸣カー　⸢バン⸣ヌン　イ⸢ゾー⸣　シゥ⸢カリン	[ku⸢ri⸣ʃin⸢deː⸣kaː ⸢ban⸣nuŋ ʔi⸢ʣoː⸣ sï̥⸢kariŋ]	(これでなら私にも魚は突け<突かれ>る)。他動詞、ス⸢クン[su̥⸢kuŋ](突く)の未然形に受身、可能の助動詞⸣リン[⸣riŋ](れる)が付いた形(受身動詞{EOS}可能動詞)。⸢バン⸣ヌン　シゥ⸢カリン[⸢ban⸣nun sï̥⸢kariŋ](私にも突ける<突かれる>)可能動詞
7612	0	0	7173	シゥカリン	シゥ⸢カリン	4	⸣ウナー　ナ⸢キベー⸣ティ　プ⸢スン⸣　シゥ⸢カリリ⸣バ	[⸣ʔunaː na⸢kibeː⸣ti pu̥⸢suŋ⸣ sï̥⸢kariri⸣ba]	(そこで泣いていて他人に聞かれれよ<聞かれなさいよ{EOS}聞かれたら恥だぞ>)。ス⸢クン[su̥⸢kuŋ](聞く)の未然形に受身の助動詞リン[riŋ](れる)が付いた受身表現。
7667	1	1	7257	シキ	⸣シキ	2	シ⸢キ⸣ヌ　⸢アーリオー⸣ルン	[ʃi̥⸢ki⸣nu  ⸢ʔaːrioː⸣ruŋ]	(お月様が上がってこられる)。{Mn_2}月日。一ヶ月の間。
7647	0	0	7276	シキウシ	シ⸢キ⸣ウシ	1	シ⸢キ⸣ウシナー　⸢マイ⸣　ッサイ	[ʃi̥⸢kiʔuʃi⸣naː ⸢mai⸣ ssai]	(搗き臼で米を搗け<精げれ>)。対義語は、ピ⸢キウシ[pi̥⸢kiʔuʃi](挽き臼)
7780	0	0	7284	シギキー	シ⸢ギキー	1	シ⸢ギザイ	[ʃi⸢giʣai]	(杉材)。シ⸢ギイツァ[ʃi⸢giʔiʦa](杉板)などがあるが、すべて輸入もので、杉の木は生えていない。
7685	0	0	7295	シギシュー	シ⸢ギシュー	1	~シ⸢ギシューヤ　タッ⸣テヌ　ウ⸢ナンナーマ⸣ドゥ　シ⸢ギシューユー⸣　サリー　イ⸢メーヌ　カ⸣ージ	[~ʃi⸢giʃuːja tat⸣tenu ʔu⸢nannaːma⸣du ʃi⸢giʃuːjuː⸣ sari ʔi⸢meːnu ka⸣ːʤi]	(次のお方は何処其処の家の、その方が<ぞ>次のお方でございます{EOS}イメーヌカージ<順風満帆{EOS}「行先に真っ直ぐに向かった舵」{EOS}航海安全予祝する、出帆の時の掛け声『沖縄語辞典』という>)。相手は、⸢ウー⸣タリ[⸢ʔuː⸣tari](かしこまり<畏まり>ました{EOS}つつしんで拝受します)と言って酒器を受け取る
7695	0	0	7300	シキダイ	シ⸢キダイ	1	カ⸢ツホーシゾージ⸣ル　シ⸢キダイ⸣ナー　ビ⸢リティ　カ⸢ツ　　ホー⸣ソーッタ	[ka⸢ʦuhoːʃiʣoːʤi⸣ru ʃi̥⸢kidai⸣naː bi⸢riti kḁ⸢ʦu hoː⸣soːtta]	(カツオ釣り名人<上手>が突き台に座ってカツオを釣られた)。ツ⸢キシェン[ʦu̥⸢kiʃeŋ](突き船)の舳先にも長いシ⸢キダイ[ʃi̥⸢kidai](突き台)が付いていて、その上から銛を投げてカ⸢ジ⸣キ[ka⸢ʤi⸣ki](梶木)を突き、漁獲した
7737	0	0	7316	シキットーナーヌ	シ⸢キットー　ナー⸣ヌ	1	⸣アイブ　ヤ⸢ナムニ⸣バ　イ⸢ジ⸣　プ⸢スバカヤヌ⸣　シ⸢キットー　ナー⸣ヌ	[⸣ʔaibu ja⸢namuni⸣ba ʔi⸢ʤi⸣ pu̥⸢subakajanu⸣ ʃi̥⸢kittoː naː⸣nu]	(あんな悪口を言って、外聞がわるく、恥ずかしくて聞きたくない<世間体が悪い>)。⸢ミッ⸣トー　⸢ナー⸣ヌ[⸢mit⸣toː ⸢naː⸣nu](みっともない{EOS}見るに耐えない{EOS}外聞が悪い{EOS}「Mitomonai・ミトモナィ<見ともない>」『邦訳日葡辞書』の義)に対応する表現。
7731	0	0	7360	シキムトゥ	シ⸢キム⸣トゥ	1	⸢ペーレーヌ⸣　シ⸢ジクター⸣　シ⸢キムトゥ⸣ヌ　ミ⸢ジン　サーラリキシ　ナーン⸣バン	[⸢peːreːnu⸣ ʃi⸢ʤikutaː⸣ ʃi̥⸢kimutu⸣nu mi⸢ʤin saːrarikiʃi naːm⸣baŋ]	(旱魃が続いたので水源地<堰本>の水もすっかり流されきって、涸れてしまったよ)。水田に水を引く水路。
7438	0	0	7362	シキムヌ	シ⸢キムヌ	3	シ⸢キムノー⸣　マナー　ア⸢ル⸣ワ	[ʃi̥⸢kimunoː⸣ manaː ʔa⸢ru⸣wa]	(敷物は何処にあるか)。ム⸢スシキ⸣ムヌ[mu⸢suʃiki⸣munu](敷物{EOS}敷き筵)ともいう。
7791	0	0	7370	シキル	シ⸢キル	1	シ⸢キロー⸣　ガシティ　⸢カーソーッタ	[ʃi̥⸢kiroː⸣ gaʃi̥ti ⸢kaːsoːt⸣ta]	(ナマコは焙乾して売られた)。ッ⸢スシキ⸣ル[s⸢suʃiki⸣ru](白なまこ)、ッ⸢ふシキ⸣ル[f⸢fuʃiki⸣ru](黒なまこ)、ビ⸢キシキル[bi⸢kiʃi̥kiru](雄ナマコ)、⸢ミーシキ⸣ル[⸢miːʃi̥ki⸣ru](雌ナマコ)などがいる。足で踏むと真っ白な、素麺のような強い粘着性のある糸を吐いて絡みつく。戦後一時期までは、腸を出して乾燥したものを中国料理の食材として輸出していた。
7764	0	0	7381	シキルン	シ⸢キルン	3	シ⸢キリ	[ʃi̥⸢kiri]	(供えよ)。スクン[su̥⸢kuŋ](供える)ともいう。
7765	0	0	7382	シキルン	シ⸢キルン	2	キ⸢サーティ⸣　シ⸢ケー⸣ン	[ki̥saː⸢ti⸣ ʃi̥⸢keː⸣ŋ]	(既に鍋を据えた)。鍋を竈に据える。据える。ス⸢クン[su̥⸢kuŋ](据える)ともいう。
7796	1	1	7384	シギルン	シ⸢ギ⸣ルン	4	⸣ウヌ　⸣ブンシェー　ユ⸢ナ⸣カ　シ⸢ギ⸣ルンダ　ユ⸢ナ⸣カ　シ⸢ギ⸣レーラー　ア⸢ツァ⸣ヌ　シ⸢グトー⸣　ナ⸢ラン⸣バ　⸢パー⸣ク　ニ⸢バシ	[⸣ʔunu ⸣buŋʃeː ju⸢na⸣ka ʃi⸢gi⸣runda ju⸢na⸣ka ʃi⸢gi⸣reːraː ʔa⸢ʦa⸣nu ʃi⸢gutoː⸣ na⸢ram⸣ba ⸢paː⸣ku ni⸢baʃi]	(この分では夜中を過ぎるから、夜中を過ぎたら明日の仕事は出来ないから、早くねかせろよ)。通過する。よぎる。
7796	1	2	7385	シギルン	シ⸢ギ⸣ルン	1	サ⸢キシギリ　シティ⸣　シ⸢ニンガター⸣　ナ⸢リ⸣ブタ	[sa⸢kiʃigiri ʃiti⸣ ʃi⸢niŋgataː⸣ na⸢ri⸣buta]	(急性アルコール中毒<酒過ぎ>になって死にそうになっていた)。(程度が)過ぎる。基準を超える。度合いを越す。「~八十島須義弖<スギテ>別れゆかむ。万、4349』」の転訛したもの。
7767	0	0	7388	シギロールン	シ⸢ギ⸣ロールン	5	シ⸢ギ⸣ローリティ	[ʃi⸢gi⸣roːriti]	(亡くなられて)。「過ぎし父親[sijishi chichiuya]」『校註琉球戯曲集』
7815	0	0	7416	シクン	シ⸢クン	1	⸣ムス　シ⸢クン	[⸣musu ʃi̥⸢kuŋ]	(筵を敷く)。老年層は、ス⸢クン[su̥⸢kuŋ](敷く)という。老年層の場合、次の音節の母音が前舌母音[i、e]の場合[ʃi]、奥舌母音[u、o]の場合は母音調和して[su]、[a]の場合は[si̥]となる傾向が認められる。
7819	0	0	7419	シケー	⸣シケー	1	⸣ナビシケー	[⸣nabiʃi̥keː]	(鍋の揺輪<安定装置>{EOS}⸢鍋敷き」の義)。ナ⸢カ⸣シケー[na⸢ka⸣ʃi̥keː](搗き臼の内側に装着して米の飛散するのを防ぐ中揺輪)などがある。
7824	0	0	7425	シザ	⸣シザ	1	ウ⸢ヤ⸣ヌ　⸢クイ⸣ヤー　⸢カン⸣ヌ　⸣クイ　シ⸢ザ⸣ヌ　⸢クイ⸣ヤ　ウ⸢ヤ⸣ヌ　⸣クイ	[ʔu⸢ja⸣nu ⸢kui⸣ja ⸢kan⸣nukui ʃi⸢ʣa⸣nu ⸢kui⸣jaː ʔu⸢ja⸣nu ⸣kui]	(親の言うこと<声>は神の言葉<声>、兄の言うことは親の言葉<声>{EOS}諺)。「先札」『琉球館訳語』の義。⸢ウシ⸣トゥ[⸢ʔuʃi̥⸣tu](年下、弟妹)の対義語で、関係概念を表す。
7824	0	0	7425	シザ	⸣シザ	3	シ⸢ザブナ⸣ル	[ʃi⸢ʣabuna⸣ru]	(姉達)。呼称は、⸢アー⸣ザ[⸢ʔaː⸣ʣa](兄さん)。
7825	0	0	7429	シザウヤ	⸣シザウヤ	1	⸣シザウヤテー　⸢ワータンガ⸣ル　⸢オー⸣ルユンダ　⸢ガン⸣ズーシ　ナ⸢ガイキ　ソー⸣リ⸢ダー	[⸣ʃiʣaʔujateː ⸢waː taŋga⸣ru ⸢ʔoː⸣rujunda ⸢gan⸣ʣuːʃi na⸢gaiki soː⸣ri⸢daː]	(親代わりは貴方一人しかおられない<一人がおられる>から、健康<頑丈>で長生きなさってくださいよ)。親の年代以上の年輩の人を崇めていう言葉。
7858	1	0	7451	シジ	⸣シジ	2	⸢アー⸣ヌ　⸣シジ	[⸢ʔaː⸣nu ⸣ʃiʤi]	(粟の粒)。熟語の構成要素として用いられる。
7859	0	2	7454	シジ	⸣シジ	1	⸣シジダカマリ	[⸣siʣidkamari]	(生まれつき霊力の高い人)。⸣サーダカマリ[⸣saːdakamari](生まれつき霊力の高い人)ともいう。
7864	0	0	7458	シジカタ	シ⸢ジ⸣カタ	1	シ⸢ジ⸣カタ　サ⸢バ⸣クン	[si⸢ʣi⸣kata sa⸢ba⸣kuŋ]	(父方の血統を辿る<さばく{EOS}捌く>)。血統が分からなくなって、カ⸢カリ⸣ムン[kḁ⸢kari⸣muŋ](先祖の祟りごと)がある場合、ユ⸢タ[ju⸢ta](与太{EOS}巫女)に頼んで血統を捌いてもらい、祈願をした。
7869	0	0	7465	シジクン	シ⸢ジクン	5	マー⸢ン　バー⸣キン　シ⸢ジキ	[maː⸢m baː⸣kiŋ ʃi⸢ʤiki]	(何処までも続けよ)。「鳩間口説」に「~シジク　ワシマニ　スダチ　ンチャリバ~(続く我が島に育ってみれば~)」とある。
7436	0	0	7482	シスクン	⸢シスクン	8	⸢シシキ⸣バ	[⸢ʃiʃi̥ki⸣ba]	(折檻しろよ)。「為付けも無い奴を使うて面目を失う」『虎明本狂言・察化』の義。
7914	0	0	7506	シタギ	シ⸢タギ	1	ヤ⸢ラ⸣ベー　シ⸢タギ⸣　キ⸢ササン⸣カー　⸣バタ　⸢ピーラ⸣スン	[ja⸢ra⸣beː ʃi̥⸢tagi⸣ ki̥⸢sasaŋ⸣kaː ⸣bata ⸢piːra⸣suŋ]	(子供は下着を着せないとお腹を冷やしてしまう<体調を崩す>)。パ⸢ダ⸣キン[pa⸢da⸣kiŋ](肌着、「肌衣」の義)ともいう。
7962	0	0	7526	シタディ	シ⸢タ⸣ディ	1	⸢シューセンゴバー⸣ケー　⸢コージ⸣　タティティ　シ⸢タ⸣ディ　マ⸢ラソーッ⸣タン⸢ダー	[⸢ʃuːʃeŋgobaː⸣keː ⸢koːʤi⸣ tḁtiti ʃi̥⸢ta⸣di ma⸢rasoːt⸣tan⸢daː]	(終戦後までは麹をたてて醤油を醸造された<生まらされた>よ)。液を搾り取った残り滓を、シ⸢タディ⸣　ヌ⸣カシ[ʃi̥⸢tadi⸣nu ⸣kaʃi](醤油の滓)といった。シ⸢タディ⸣ヌ　⸣カシ[ʃi̥⸢tadi⸣nu ⸣kaʃi]は豚の餌にしたり、別の壷または小さな甕に詰めて泡盛を加え、炒り胡麻や花がつおを掛けてカ⸢ティ⸣ムヌ[kḁ⸢ti⸣munu](副食物{EOS}「糅て物」の義か)にした。
7917	0	0	7531	シタトゥン	シ⸢タトゥン	3	シ⸢タティ	[ʃi̥⸢tati]	(仕立てろ)。シ⸢タティルン[ʃi̥⸢tatiruŋ](仕立てる{EOS}新調する)と同じ。
7960	0	1	7533	シタフ	シ⸢タ⸣フ	3	ブ⸢ドゥルシタフ	[bu⸢duruʃi̥taɸu]	(踊り支度{EOS}化粧をし、舞踊の衣装を着て出演準備を整えること)。よそおい(装い)。踊りの衣装(コスチューム)。
7960	0	2	7534	シタフ	シ⸢タ⸣フ	1	イ⸢ソーシタフバ　シェー⸣ティ　⸢アーク⸣ヌ　⸢スー⸣ヌ　⸣ピスカー　タ⸢ク⸣　トゥリン　⸣パルカヤー	[ʔi⸢soːʃi̥taɸuba ʃeː⸣ti ⸢ʔaːku⸣nu ⸢suː⸣nu ⸣pi̥sukaː tḁ⸢ku⸣turim ⸣parukajaː]	(漁の支度をしているが、潮が干ると蛸を獲りに行くのかなあ)。支度。準備。
7980	0	0	7548	シタラスン	シ⸢タラ⸣スン	2	⸣アイニ　プ⸢スバ⸣　シ⸢タラ⸣スンティ　⸢ベー⸣ティ　⸢カイ⸣テー　プ⸢スン⸣　シ⸢タラサ⸣リティ　⸢ザー⸣パイ　⸢シーベー	[⸣ʔaini pu̥⸢suba⸣ ʃi̥⸢tara⸣sunti ⸢beː⸣ti ⸢kai⸣teː pu̥⸢suŋ⸣ ʃi̥⸢tarasa⸣riti ⸢ʣaː⸣pai ⸢ʃiːbeː]	(あんなに他人を貶そうとしていて、逆に<却って>他人に貶されてメチャクチャに、ぶち壊しになっている)。ナ⸢マラ⸣スン[na⸢mara⸣suŋ](貶める{EOS}廃らす)ともいう。
7926	0	3	7565	シチ	⸣シチ	1	ク⸢ヌ　シチェー⸣　メー　イッ⸢ケナ　ワー　ヤッ⸣カイ　⸣ナリ　フ⸢コーラサ⸠ユー	[ku⸢nu ʃi̥ʧeː⸣ meː ʔik⸢kena waː jak⸣kai ⸣nari ɸu̥⸢koːrasa⸠juː]	(この度は、もう大変に貴方の世話<厄介>になって有難うございます)。時節。
7931	0	0	7572	ジチ	ジ⸢チ	2	ジ⸢チェー　ピンガ⸣シ　⸢ナー⸣ヌ	[ʤi⸢ʧeː piŋga⸣ʃi ⸢naː⸣nu]	(実は<本当は>逃がしてしまったのだ)。まこと。事実。実際。
8006	0	0	7579	シチナンカ	シ⸢チナン⸣カ	1	ナ⸢ナナン⸣カ	[na⸢nanaŋ⸣ka]	(七七日忌)。普通は、⸣シンズク[⸣ʃinʣuku](四十日の法事)という
8007	0	0	7580	シチニー	シ⸢チ⸣ニー	1	シ⸢チ⸣ニーナール　⸢ニン⸣ガイ　⸢ソーッ⸣タ	[ʃi̥⸢ʧi⸣niːnaːru ⸢niŋ⸣gai ⸢soːt⸣ta]	(十干の戊に祈願をされた)。十干の第五と第六の日。
8052	0	0	7627	シッピルン	⸢シッピルン	4	ナー⸢イ　シッピリ	[naː⸢i ʃippiri]	(ずっと強く吸いなさい)。シ⸢ビルン[ʃi⸢biruŋ]ともいう
8173	0	0	7653	シディミジ	シ⸢ディ⸣ミジ	1	⸣ソンガチヌ　⸢グヮンタン⸣ヌ　シ⸢トゥム⸣テー　シ⸢ディミジ⸣バ　フ⸢モー⸣リティ　ウ⸢リ⸣シル　ウ⸢ム⸣ティ　シ⸢モーッ⸣タ	[⸣soŋgaʧinu ⸢gwantan⸣nu ʃi̥⸢tumu⸣teː ʃi⸢dimiʤi⸣ba ɸu⸢moː⸣riti ʔu⸢ri⸣ʃiru ʔu⸢mu⸣teː ʃi⸢moːt⸣ta]	(正月の元日の朝は若水<孵で水>を汲んでこられて、それで顔<面>を洗われた)。口碑に、「天帝からシ⸢ディ⸣ミジ[ʃi⸢di⸣miʤi](「孵で水」の義{EOS}不老長寿の薬)を託された⸣ガザフケー[⸣gaʣaɸukeː](ヒバリ)が地上に降りてくる途中、美味しく稔った⸢タイ⸣シ[⸢tai⸣ʃi](野苺)に心奪われ、それを食べている間に蛇がやって来て不老長寿の薬の入った瓶を零し、シディミジを全身に浴びてしまったという。驚いたヒバリが残った僅かのシディミジを持参して人間の爪と髪の毛に塗って天国へ帰り、ことの顛末を天帝に報告したところ、天帝の激しい怒りにふれ、罰として両足を強く縛られたという。それゆえヒバリの脚は細く、蛇は孵で変わり、人間の髪と爪も生え変わるのだという」と伝えられている。
8084	0	0	7670	シトゥケーン	シ⸢トゥ⸣ケーン	3	ヤ⸢ラ⸣ベー　シ⸢トゥケー⸣ヌ　ダ⸢カラヌ	[ja⸢ra⸣beː ʃi̥⸢tukeː⸣nu da⸢karanu]	(子供はずっしりと重くて抱かれない<抱くことが出来ない>)。⸢グッ⸣ふァン[⸢guf⸣faŋ](一般的にものが重い{EOS}苦痛に感ずる重さ)とは異なる。
8119	0	0	7716	シナ	シ⸢ナ	2	シ⸢ナー　ギューシナ⸣　ア⸢ル⸣ワ	[ʃi⸢naː gjuːʃina⸣ ʔa⸢ru⸣wa]	(品物は幾品<何種類>あるか)。商品。品目。「品」の義。
8119	0	0	7716	シナ	シ⸢ナ	3	シ⸢ナカジヌ　ゴー⸣ラール　マ⸢チヤー⸣ラ　カ⸢ウバル⸣　マ⸢シ⸣ダー	[ʃi⸢nakaʤinu goː⸣raːru ma⸢ʧijaː⸣ra ⸢kaubaru⸣ ma⸢ʃi⸣daː]	(品数の多い店から買ったほうがいいよ)。/⸢キーヌ⸣ナル　パ⸢チパチバ⸣　ブ⸢リカザ⸣リ/　ナ⸢リキー⸣ヌ　シ⸢ナジナバ⸣　トゥリガザリ/(木の実の初生り初生りを\ruby{捥}{モ}ぎ供え、木の実の品々を採り供え)「七月念仏歌・シザヌクイ<兄の声・歌>」『鳩間島古典民謡古謡集』。
8120	0	1	7717	シナ	⸣シナ	1	バ⸢ラフ⸣タジナ	[ba⸢raɸu̥⸣taʤina]	(藁縄)。ア⸢ダナ⸣シジナ[ʔa⸢dana⸣ʃiʤina](アダンの気根の繊維で綯った縄)、⸢フー⸣カラジナ[⸢ɸuː⸣karaʤina](クロツグの繊維で綯った縄)などがある。
8120	0	1	7717	シナ	⸣シナ	2	バ⸢ラフ⸣タジナ　⸣ナイティ　タ⸢ム⸣ヌ　マ⸢ラキ	[ba⸢raɸu⸣taʤina ⸣naiti ta⸢mu⸣nu ma⸢raki]	(藁縄綯って薪を束ね<まろげ>よ)。⸢ユー⸣ル[⸢juː⸣ru](アダンの気根の繊維を縒って綯った細い縄)は強力で美しく、凧揚げの紐にも⸢アン⸣スク[⸢ʔan⸣su̥ku](網袋)を編むのにも用いられる。ピ⸢ダリ⸣ジナ[pi⸢dari⸣ʤina](左綯いの綱{EOS}注連縄)、シ⸢ビナージナ[ʃi⸢binaːʤina](注連縄)、サ⸢バホーシ⸣ジナ[sa⸢bahoːʃi⸣ʤina](鱶釣り綱)がある。
