select * from headword_exs where Trs regexp '.+\)。\S.*';
WdID	PoSID	MnID	col_Order	Wd	Wd2	exid	Ex	IPA	Trs
4016	0	0	3853	カグン	カ⸢グン	1	⸢キュー⸣ヤ　⸢ガッ⸣コー　カ⸢ガンドー⸣シ　パリ⸢ダー	[⸢kjuː⸣ja ⸢gak⸣koː ka⸢gandoː⸣ʃi pari⸢daː]	(今日は、学校は欠席しないで<欠げないで>行きなさいよ<行けよ>)。カ⸢グンドー⸣シ[ka⸢gundoː⸣ʃi](欠席しないで<欠けないで>)老年層。
4074	0	1	3862	カサ	⸣カサ	2	⸢ムン⸣グルクバガサ	[⸢mun⸣gurukubagasa]	(麦藁で作った笠<麦殻クバ笠>)。ミ⸢ヌ⸣カサ[mi⸢nu⸣kḁsa](蓑笠)などがある。
4077	0	0	3866	カザ	⸣カザ	1	⸢ウンヌ⸣カザ	[⸢ʔunnu⸣kaʣa]	(\ruby{芋蔓}{イモ|カズラ}、芋の葛)。*[kadura]　→　[kaʣura]　→　[kadʣa]　→　[kaʣa](芋蔓)と音韻変化したもの。
4103	0	0	3889	カサヌール	⸣カサヌール	1	パ⸢ナシキ⸣　カ⸢カ⸣リティ　ッ⸢サー⸣ク　⸢スー⸣　ピンマー　⸣ヌドーラ　⸣カサヌールヌ　ン⸢ジ⸣ルン	[pa⸢naʃi̥ki⸣ kḁ⸢ka⸣riti s⸢saː⸣ku ⸢suː⸣ pimmaː ⸣nudoːra ⸣kḁsanuːrunu ʔn⸢ʤi⸣ruŋ]	(風邪を引いて咳をする時は喉から黄色い痰が出る)。「かさ<瘡>・のり<糊>」の転訛したものか。
4133	0	0	3900	ガサミ	ガ⸢サ⸣ミ	2	⸢カーラヌ⸣　ガ⸢サ⸣ミ　⸣トゥリ　⸣キー　バ⸢カシ	[⸢kaːranu⸣ ga⸢sa⸣mi ⸣turikiː ba⸢kaʃi]	(川のガザミを獲ってきて炊きなさい)。鳩間島の人は、あまりガサミを食べなかった
4107	0	1	3905	カサムン	カ⸢サムン	4	カ⸢サミ⸣バ	[kḁ⸢sami⸣ba]	(掴めよ)。触れる。
4109	0	0	3928	カサンパー	カ⸢サン⸣パー	1	ム⸢チェー⸣　カ⸢サン⸣パーナ　ッ⸢ス⸣ミティ　⸢ネーソーッ⸣タ	[mu⸢ʧeː⸣ kḁ⸢sam⸣paːna s⸢su⸣miti ⸢neːsoːt⸣ta]	(餅は芭蕉<柏>の葉に包んで煮られた)。食物を盛ったり包んだりするのに用いる植物の葉。
4109	0	0	3928	カサンパー	カ⸢サン⸣パー	2	カ⸢サン⸣パームチ	[kḁ⸢sam⸣paːmuʧi]	(木の葉で包んで蒸し上げた餅)。バ⸢サン⸣パームチ[ba⸢sam⸣paːmuʧi](芭蕉の葉で包んで蒸し上げた餅)、サ⸢ミンパームチ[sa⸢mimpaːmuʧi](ゲットウ<月桃>の葉で包んで蒸し上げた餅)などがある。
3732	0	0	3948	ガシイズ	ガ⸢シ⸣イズ	2	ガ⸢シイズ⸣ヌ　⸣ダシ　⸣トゥリバ	[ga⸢ʃiʔiʣu⸣nu ⸣daʃi ⸣turiba]	(炙って燻製にした魚の出汁をとりなさい)。魚が大量に漁獲された時は、内臓を除去してア⸢マ⸣ダ[ʔa⸢ma⸣da](魚肉を焙り、燻製にする鉄製の網{EOS}金網のあぶり網)に載せ、ウ⸢キル[ʔu⸢kiru](熾火)で焙乾する。⸢ピー⸣カー[⸢piː⸣kaː](ジャバアイゴの仲間)、⸢オン⸣デー[⸢ʔon⸣deː](ジャバアイゴ)、イ⸢ラブ⸣チ[ʔi⸢rabu⸣ʧi](ブダイの仲間)、グ⸢ル⸣クン[gu⸢ru⸣kuŋ](ササムロ)、シ⸢ヌマー⸣ル[ʃi⸢numaː⸣ru](テングハギ)等は、よく焙乾して保存した。
4164	0	0	3952	カジオーラ	カ⸢ジオーラ	1	カ⸢ジオーラ⸣ナ　⸢マイ⸣　トゥ⸢バス⸣カー　ッ⸢ソーマヌ⸣　プ⸢ソー⸣　ス⸢ク⸣ブ　⸣カブンダ　⸣ドゥー　⸢パス⸣コー　⸣ナルン	[ka⸢ʤiʔoːra⸣na ⸢mai⸣ tu⸢basu̥⸣kaː s⸢soːmanu⸣ pu̥⸢soː⸣ su̥⸢ku⸣bu ⸣kabunda ⸣duː ⸢pasu̥⸣koː ⸣naruŋ]	(風上で籾を飛ばすと風下の人はゴミ<藻屑>を被るから体がむず痒くなる)。ス⸢ク⸣ブ[su̥⸢ku⸣bu](籾殻、ごみ)は⸢スクモ」『日葡辞書』の転訛。したもの
3926	0	1	3982	カジトゥルン	カ⸢ジ⸣　トゥルン	1	⸣フネー　⸢オーラー⸣ニ　カ⸢ジ⸣トゥリ	[⸣ɸuneː ⸢ʔoːraː⸣ni ka⸢ʤi⸣ turi]	(船は風上の方へ舵を取れ)。采配をふるう。
4252	0	2	4035	カタ	カ⸢タ	1	プ⸢スヌ⸣　カ⸢タ⸣　カクン	[pu̥⸢sunu⸣ kḁ⸢ta⸣ kḁkuŋ]	(人の絵を描く)。デザイン。
4253	0	3	4038	カタ	カ⸢タ	1	⸢タンガ⸣ヌ　カ⸢タ⸣　カー⸢ニ⸣ニ　シゥクカー　カ⸢タ⸣ピキ　⸢スン⸠ダー	[⸢taŋga⸣nu kḁ⸢ta⸣ kaː⸢ni⸣ni sï̥kukaː kḁ⸢ta⸣pi̥ki ⸢sun⸠daː]	(一人の方、片一方にだけ味方すると<付くと>、片一方にひいき<かた贔屓>する事になるぞ)。ひいき(贔屓)。
4256	0	0	4044	ガタ	⸣-ガタ	3	⸣シザガタ	[⸣ʃiʣagata]	(年寄り{EOS}年輩者の方々)。ク⸢リヤ　クヌムラ⸣　トゥ⸢シヌ　シザガタ⸣　ワン⸢ドゥ⸣　ダヤビル[ku⸢rija kunumura⸣ tu̥⸢ʃinu ʃiʣagata⸣ wan⸢du⸣ dajabiru](これなるは、この村の年寄り格の私でございます)「ザーピラキ」『鳩間島古典民謡古謡集』。これは首里方言であろう
4278	0	0	4058	カタカシ	カ⸢タカシ	1	カ⸢タカセー⸣　ナ⸢マ⸣シ　⸢スー⸣カー　ン⸢マーナー⸣ヌヌ　ガ⸢シ⸣イズ　⸣ナスカー　ン⸢マー⸣ナルン	[kḁ⸢takaʃeː⸣ na⸢ma⸣ʃi ⸢suː⸣kaː ʔm⸢maːnaː⸣nunu ga⸢ʃi⸣ʔiʣu ⸣nasukaː ʔm⸢maː⸣ŋ]	(ヒメジ<カタカシ>は刺身にすると美味しくないが、炙って燻製魚にすると<焙乾すると>美味しくなる)。鳩間島では、陸上のトカゲ(蜥蜴)が海にはいって、カタカシ魚になったという口碑がある
4298	0	0	4086	カタスクン	カ⸢タ⸣　スクン	1	イダ⸢リー　ドゥー⸣ヌ　ッ⸢ふァヌ⸣　カ⸢タ⸣　スクンティ　⸢シー⸣　ユ⸢ミバ⸣　イ⸢ジベー⸣バン	[ʔida⸢riː duː⸣nu f⸢fanu⸣ kḁ⸢ta⸣ su̥kunti ⸢ʃiː⸣ ju⸢miba⸣ ʔi⸢ʤi beː⸣baŋ]	(ああいやだ<まあ汚い>、自分の子供に味方しようとして<味方するとて>嫁を叱っているわい)。ッ⸢ふァヌ⸣　カ⸢タ　スン[f⸢fanu⸣ kḁ⸢ta suŋ](子供の味方する)ともいう
4310	0	0	4096	ガタダー	ガ⸢タダー	1	ム⸢カ⸣シェー　ガ⸢タダー⸣ナー　⸢ミー⸣ウシ　⸢ユッカラナー⸣　シ⸢ヌ⸣バ　⸣バウナー　フ⸢バリティ　⸣ターナー　イ⸢リ⸣　ピ⸢キマーシェー⸣ティル　⸣ター　フ⸢マソーッ⸣タ	[mu⸢ka⸣ʃeː ga⸢tadaː⸣naː ⸢miː⸣ʔuʃi ⸢jukkaranaː⸣ ʃi⸢nu⸣ba ⸣baunaː ɸu⸢bariti⸣ taːnaː ʔi⸢ri⸣ pi̥⸢kimaːʃeː⸣tiru ⸣taː ɸu⸢masoːt⸣ta]	(昔は、浅い田圃には雌牛を四匹ずつ角を棒に結わえて田圃の中にいれ、引き回しながら田圃の土を踏ませられた)。西表北岸の海岸端の水田は浅い田圃が多い。
4362	0	0	4151	カタフチェーラ	カ⸢タフチェー⸣ラ	1	ウ⸢ヤ⸣ヌ　⸢トゥシキ⸣ル　⸣ムニ　シゥ⸢カンモー⸣　カタ⸢フチェー⸣ラ　⸢ウイパラ⸣シ	[ʔu⸢ja⸣nu ⸢tuʃi̥ki⸣ru ⸣muni si̥⸢kammoː⸣ kḁ⸢taɸu̥ʧeː⸣ra ⸢ʔuipara⸣ʃi]	(親の言いつけ<訓戒>を聞かぬものは片っ端から追い払っえ<追っ払って行かせ>)。カ⸢タピサー⸣ラ[kḁ⸢tapi̥saː⸣ra]ともいう
4361	0	0	4152	カタフチピケーシ	カ⸢タフチピケー⸣シ	1	ウ⸢ヌ⸣　パ⸢ナシ⸣バ　シ⸢キティ⸣　カ⸢タフチピケー⸣シ　⸢シー　オーッ⸣タ	[ʔu⸢nu⸣ pa⸢naʃi⸣ba ʃi̥⸢kiti⸣ kḁ⸢taɸu̥ʧipi̥keː⸣ʃi ⸢ʃiː ʔoːt⸣ta]	(その話を聞いて微笑んで<そっと片口を引いて笑顔になって>おられた)。カ⸢タフチ⸣バライ[kḁ⸢taɸu̥ʧi⸣barai](微笑み{EOS}含み笑い)ともいう
4387	0	0	4173	カタムトゥン	カ⸢タ⸣ムトゥン	1	イ⸢ジ⸣　ナ⸢ラースン⸣ドゥ　⸣ウヤー　ッ⸢ふァヌ⸣　カ⸢タ⸣ムトゥンダ　ナ⸢ラーサラ⸣ヌ	[ʔi⸢ʤi⸣ na⸢raːsun⸣du ⸣ʔujaː f⸢fanu⸣ kḁ⸢ta⸣mutunda na⸢raːsara⸣nu]	(叱って教えようとするが、親は子供の味方をする<肩を持つ>ので教えられない)。普通は、カ⸢タ⸣　スクン[kḁ⸢ta⸣ su̥kuŋ](贔屓する{EOS}肩を持つ)ともいう
4265	0	0	4176	カタムン	カ⸢タムン	7	カ⸢タミ⸣バ	[kḁ⸢tami⸣ba]	(固めろ)。固くする。固まらせる。「~天地の加多米之<カタメシ>国ぞ~。万、4487」の義。「かたむ(固む)下二段」の転訛したもの。
4265	0	2	4177	カタムン	カ⸢タムン	1	フ⸢チェー⸣　カ⸢タミティ⸣　プ⸢スンナー⸣ニ　パ⸢ナス⸣ナ	[ɸu̥⸢ʧeː⸣ kḁ⸢tamiti⸣ pu̥⸢sunnaː⸣ni pa⸢nasu⸣na]	(しっかり約束を守って<口を固めて>他人に話すな)。固く約束する。固く契る。
3752	0	0	4191	カチルン	カ⸢チ⸣ルン	9	カ⸢チ⸣レー　⸣ミサムヌ	[ka.⸢ʧi⸣reː ⸣misamunu]	(飢えればよいのに)。「カツエコウジタル」『文明本節用集』の転訛したものか。
4410	0	0	4192	カツ	カ⸢ツ	1	カ⸢ツォー　シーゾー⸣ヤーナーティ　バ⸢ザイティ⸣　ヨ⸢ツワリ⸣ナシティ　⸢シェーロー⸣ナ　⸢ネーシ　バイ⸣カン　シ⸢ティ⸣　カ⸢ツブシ⸣　ス⸢ク⸣リ　バ⸢タ⸣トゥ　パ⸢ルン⸣マー　カ⸢ラ⸣ス　⸣シキティ　⸢カーソーッ⸣タ	[kḁ⸢ʦoː ʃiːʣoː⸣jaːnaːti ba⸢ʣaiti⸣ jo⸢ʦuwari⸣ naʃi̥ti ⸢ʃeːroː⸣na ⸢neːʃi bai⸣kaŋ ʃi̥⸢ti⸣ kḁ⸢ʦubuʃi su̥⸢ku⸣ri ba⸢ta⸣tu pa⸢rum⸣maː ka⸢ra⸣su ⸣ʃi̥kiti ⸢kaːsoːt⸣ta]	(カツオは製造屋で\ruby{捌}{サバ}いて四つ割りにし、\ruby{SqBr}g{/SqBr}{蒸籠}{セイロウ}で煮たのち\ruby{焙乾}{バイ|カン}して鰹節を造り、腸とはらみ<数の子>は塩漬けにして売られた)。カ⸢ツイズ[ka⸢ʦuʔiʣu]ともいう
4453	0	0	4203	ガッコーッふァ	⸢ガッ⸣コーッふァ	1	ム⸢カ⸣シェー　⸢ガッ⸣コーッふァンケーヌ　ス⸢ム⸣チ　⸣ユム　⸣クイン　シゥ⸢カリタンドゥ⸣　マ⸢ナ⸣マー　シ⸢キミラ⸣ヌ	[mu⸢ka⸣ʃeː ⸢gak⸣koːffaŋkeːnu su⸢mu⸣ʧi ⸣jumu ⸣kuin sï̥⸢karitandu⸣ ma⸢na⸣maː ʃi̥⸢kimiram⸣baŋ]	(昔は学校生徒<学校子供>の本を読む声も聞こえたが、今は聞いたことがないよ)。⸢ガッ⸣コーヤラビ[⸢gak⸣koːjarabi](学校童)ともいう
4441	0	0	4247	カツムシ	カ⸢ツムシ	1	カ⸢ツブシ⸣　ピギティ　タ⸢ブイラン⸣カー　カ⸢ツムシヌ⸣　シゥクン⸢ダー	[kḁ⸢ʦubuʃi⸣ pigiti ta⸢buiraŋ⸣kaː ka⸢ʦumuʃinu⸣ su̥kun⸢daː]	(鰹節は削って<剥いで>保存しないとカツオ虫が付くぞ)。体長1メートル級の⸢ダイ⸣バン[⸢dai⸣baŋ](大型のカツオ)の内腹部の表皮に白く長い虫が付くことが稀に見られたが、これにもカ⸢ツムシ[kḁ⸢ʦumuʃi]といった
4467	0	0	4249	ガツン	⸣ガツン	1	ガ⸢ツン⸣マー　カ⸢タチェー⸣　シ⸢ブ⸣ター　⸢ニーブ	[ga⸢ʦum⸣maː kḁ⸢taʧeː⸣ ʃi⸢bu⸣taː ⸢niːbu]	(メアジは体形はシブター<そうだがつお>に似ている)。和名、ヅナガメアジ(体長約25センチ)、和名、ホソヒラアジ(体長25センチ)にもいう。
4491	0	0	4257	カドー	⸣カドー	1	⸣カドーラン　⸣シンニン　⸣ヨイ　⸢シー⸣　ッ⸢ふィールンティ⸣　ケーバン⸢ナー	[⸣kadoːraŋ ⸣ʃinniɲ ⸣joi ⸢ʃiː⸣ f⸢fiːrunti⸣ keːban⸢naː]	(こんなに遠い所からもわざわざ<専念、もっぱら>お祝いをしてくれようとして来たのだねえ)。こんなに長く(時間)。
4505	0	0	4281	カナイジー	⸣カナイジー	1	アッパター　⸢バー⸣ケー　⸣カナイジーヤ　ア⸢リ⸣オーッタ	[ʔappataː⸢baː⸣keː ⸣kanaiʤiːja ʔa⸢ri⸣oːtta]	(お祖母さんたちまでは⸣カナイジー{SqBr}⸣kanaiʤiː{/SqBr}<新田貢租の田地>はございました<有っておられた>)。人頭税時代に割り当てられた上納田。
3771	0	0	4386	ガバラパタラシ	ガ⸢バラパタラ⸣シ	1	⸣ムネー　イ⸢ザンドー⸣シ　ガ⸢バラパタラ⸣シ　パ⸢タラキ	[⸣muneː ʔi⸢ʣandoː⸣ʃi ga⸢barapatara⸣ʃi pa⸢taraki]	(無駄口をたたかないで<ものを言わずに>ばたばたと働け)。擬音語。がらりころりと。がらころがらころと。
4609	0	0	4389	カビ	カ⸢ビ	4	ア⸢ガカビ	[ʔa⸢gakabi]	(赤紙)。ウ⸢ティン⸣ガビ[ʔu⸢tiŋ⸣gabi](法事に焼いて供える紙銭)などがある。
4614	0	0	4390	カビウズ	カ⸢ビ⸣ウズ	1	フ⸢ユヌ　ピー⸣ヤ　⸣ピンマー　オ⸢シ⸣イレーラ　カ⸢ビ⸣ウズ　ウ⸢ラ⸣シ　カ⸢ブ⸣タン	[ɸu⸢junu piː⸣ja ⸣pimmaː ʔo⸢ʃi⸣ʔireːra ka⸢bi⸣ʔuʣu ʔu⸢ra⸣ʃi ka⸢bu⸣taŋ]	(冬の寒い時は押入れから掛け布団を下ろして被った)。子供らは布団を頭から被って寝たので、冬期には唇がカ⸢ラバル[ka⸢rabaru](あかぎれ<皸>状に切れること)することが多かった
4624	0	0	4402	カブ	⸣カブ	1	パ⸢トゥ⸣メーナー　⸣カブティ　⸢スー⸣　プ⸢スヌ　オーッ⸣タン	[pḁ⸢tu⸣meːnaː ⸣kabuti ⸢suː⸣ pu̥⸢sunu ʔoːt⸣taŋ]	(鳩間家にカブという人がおられた)。⸣カブヤッチー[⸣kabujatʧiː](カブ兄)→　カ⸢ブッチー[ka⸢butʧiː](カブ兄)と音韻変化し、カ⸢ブッチ[ka⸢buʧi](南瓜)とニックネームに呼ばれゆようになった
4639	0	0	4422	カマ	カ⸢マ	1	⸣ナビカマ	[⸣nabikama]	(鍋釜{EOS}炊飯器)。鰹節工場のカツオを煮る大きな釜。
4639	0	0	4422	カマ	カ⸢マ	2	イ⸢ズネーシカマ	[ʔi⸢ʣuneːʃikama]	(カツオを煮る大きな釜{EOS}直径約110センチ、深さ約150センチの大きな鉄製の釜{EOS}鰹節工場の土間を約2メートル掘り下げて特設竈を作って大きな釜を設置した)。この釜には、ナ⸢カ⸣ワリ[na⸢ka⸣wari](三枚下ろし)、ヨ⸢ツ⸣ワリ[jo⸢ʦu⸣wari](四つ割り)にしたカツオを、直径約100センチ、高さ約10センチのカ⸢グ[ka⸢gu](煮篭)に詰め、その篭の12~3枚を釜に入れて煮た。
4648	0	0	4434	カマイ	カ⸢マイ	1	⸢ヤー⸣ヌ　カ⸢マイヤー⸣　イッ⸢ケナ　ガン⸣ゾー　ス⸢クラリ⸣ブー	[⸢jaː⸣nu ka⸢maijaː⸣ ʔik⸢kena gan⸣ʣoː su̥⸢kurari⸣buː]	(家の構えは非常に頑丈に作られている)。カ⸢ザンガマイ[ka⸢ʣaŋgamai](暴風対策)として、家の四隅に支柱を建てた
4673	0	0	4465	カマチフチ	カ⸢マチフチ	1	ビ⸢コーンッふァー⸣　カ⸢マチフチマール　スームノー⸣　ア⸢ラ⸣ヌ	[bi⸢koːffaː⸣ ka⸢maʧifuʧimaːru suːmunoː⸣ ʔa⸢ra⸣nu]	(男の子は台所回りをするものではない)。⸢マーキ[⸢maːki](薪{EOS}木を割って乾燥させた薪)以外にも燃えやすい⸢ユシ⸣キキー[⸢juʃi̥⸣kikiː](枯れたススキの燃料)も燃料として利用したので、竈の前は火事にならぬよう、特に気を配った。竈の前には桶に水を入れて置いた。竈の前面には水の字を彫り込んでいた。
4676	0	0	4469	ガマナール	ガ⸢マナール	1	ガ⸢マヌ⸣　ナ⸢カ⸣ナー　⸣ムニ　イ⸢ズ⸣カー　⸢クイ⸣ヤー　ガ⸢マナール　スン⸣ダー	[ga⸢manu⸣ na⸢ka⸣naː ⸣muni ʔi⸢ʣu⸣kaː ⸢kui⸣jaː ga⸢manaːru sun⸣daː]	(洞窟の中で話す<ものを言う>と大きく反響するよ)。グヮーングヮーンと反響音を響かせて鳴る音。
4684	0	0	4474	カマブク	カ⸢マブク	4	ッ⸢スカマ⸣ブク	[s⸢sukama⸣buku]	(白蒲鉾{EOS}法事用の蒲鉾)。⸣イツァカマブク[⸣ʔiʦakamabuku](板蒲鉾{EOS}蒲鉾の枠板に練り捏ねた魚肉を詰めて作った祝儀用、法事用の薄い蒲鉾)などがある。蒲鉾の枠板を、カ⸢マブクヌ⸣シー[ka⸢mabukunu⸣ʃiː](蒲鉾の鞘{EOS}型枠)という。これで造った蒲鉾は、ピ⸢サカマブク[pi̥⸢sakamabuku](平蒲鉾)ともいう
4681	0	0	4480	カマンタ	⸣カマンタ	1	⸣カマンター　⸢ズー⸣ナー　⸣ドゥクンギヌ　アリ⸢ベー⸣ティ　⸢ズーヤ⸣　キシ　ウ⸢タシ⸣ソーッタ	[⸣kamantaː ⸢ʣuː⸣na ⸣dukuʔŋginu ʔari⸢beː⸣ti ⸢ʣuːja⸣ ki̥ʃi ʔu⸢taʃi⸣soːtta]	(アカエイは尾に毒針<毒のぎ>があるので尾はすぐ切り落とされた)。首里方言のkamaNta(大鍋の蓋)に似ることから命名されたという。
4728	0	0	4516	カヤ	カ⸢ヤ	1	カ⸢ヤ⸣　ウ⸢ク⸣ルン	[ka⸢ja⸣ ʔu⸢ku⸣ruŋ]	(腕から肩の付け根の痛みがおこる)。ウ⸢ディ⸣バ　⸣ヤミ　ムリ⸢ヒューバ⸣<腕が痛むほど子守してくれるから>　カ⸢ヤバ⸣ヤミ　ダ⸢キヒューバ<かいなの痛むほど抱いて子守りしてくれるから>(アガロウザ節)『八重山民謡誌』
4729	0	0	4523	ガヤー	⸣ガヤー	1	⸢マーガヤー	[⸢maːgajaː]	(「真茅」の義か)。「萱、和名、加夜<かや>」『和名抄』の転訛したもの。マーガヤは150センチほどの長さがあり、ナ⸢ビン⸣フタ[na⸢biŋ⸣ɸu̥ta](鍋蓋)、⸢フイ⸣バ[⸢ɸui⸣ba](米や豆等の穀物入れ)などを編み上げる際の材料となる。
4744	0	0	4537	カユーン	カ⸢ユーン	6	ア⸢ツァー⸣ラ　⸢ワンヌン⸣　カ⸢ユイ⸣バ	[ʔa⸢ʦaː⸣ra ⸢wannuŋ⸣ ka⸢jui⸣ba]	(明日からきみも通えよ)。/クラヌパマカラ　カユーピトゥヤ　ウラヌマイヌ　ピトゥグクル/(久浦の浜から通う人は、蔵元の前の人のようだ<行き交うひとが多い>)鳩間中岡。『鳩間島古典民謡古謡集』
4747	0	0	4540	カラ	カ⸢ラ	3	カ⸢ラバタ⸣ナー　サ⸢キ⸣　ヌム　⸣ムノー　ア⸢ラ⸣ヌ	[ka⸢rabata⸣naː sḁ⸢ki⸣ numu ⸣munoː ʔa⸢ra⸣nu]	(空腹<腹に何も入れないで>に酒を飲むものではない)。茶請け、茶菓子、点心などを伴わないお茶のこと。
4765	0	2	4554	カライルン	カ⸢ライ⸣ルン	1	⸢キン⸣ヌ　シ⸢ベー⸣　カライティ　パ⸢タラキ	[⸢kin⸣nu ʃi⸢beː⸣ karaiti pa⸢taraki]	(着物の裾<尻>を絡げて働け)。たくしあげる。
4841	0	0	4630	カラヤン	カ⸢ラヤン	1	⸢ワー　ヤン⸣マー　カ⸢ラヤンドゥ⸣　ヤ⸢レー⸣バン　⸢ソーヤ　ナー⸣ヌ	[⸢waː jam⸣maː ka⸢rajandu⸣ ja⸢reː⸣ban ⸢soːja naː⸣nu]	(君の病気は軽い病気であったよ{EOS}心配はないよ)。対語、ン⸢ブヤン[ʔm⸢bujaŋ](重病{EOS}大病)
4851	0	0	4650	カルイ	⸣カルイ	4	イッ⸢ケナ⸣　カ⸢ルイ　⸣スクン	[ʔik⸢kena⸣ ka⸢rui ⸣su̥kuŋ]	(非常に幸運に恵まれる<非常に幸運がつく>)。幸運。縁起の良いこと。「嘉例」と表記される
4781	0	0	4673	カローン	カ⸢ロー⸣ン	6	カ⸢ロー⸣カー　カ⸢タマ⸣リン	[ka⸢roː⸣kaː kḁ⸢tama⸣riŋ]	(軽かったら担ぐことができる<担がれる>)。軽い。
4890	0	0	4675	カワスン	カ⸢ワスン	5	カ⸢ワシ⸣バ	[ka⸢waʃi⸣ba]	(変えろよ)。/~ナマヌ　ヒキバヤ　ウタユ　カワシバ/(~今の引き羽は歌を変えろよ)「鳩間口説」『鳩間島古典民謡古謡集』
4916	0	0	4695	カンガカル	⸢カンガカ⸣ル	1	⸢ウン⸣ネヌ　⸣アッパー　⸢カンガカ⸣リ　⸢ソー⸣リティル　ミ⸢ジラ⸣シ　ム⸢ニ⸣バ　ユ⸢モー⸣レーギサンドゥ　⸢コンジン⸣ヌ　⸢カンガカル⸣ヌ　ア⸢リン⸣サ　⸢フージー	[⸢ʔun⸣nenu ⸣ʔappaː ⸢kaŋgaka⸣ri ⸢soː⸣ritiru mi⸢ʤira⸣ʃi ⸣muniba ju⸢moː⸣reːgisandu ⸢konʤin⸣nu ⸢kaŋgakaru⸣nu ʔa⸢rin⸣sa ⸢ɸuːʤiː]	(その家のお祖母さんが神がかりされて、変な話を述べられた<妙なことを言われた>そうだが、どうも金神の神がかり<神事>がありそうな様子<風情>だ)。フ⸢ダマリ[ɸu⸢damari](神憑り)ともいう。
4881	0	0	4720	カンザ	⸢カンザ	3	ヨー⸢ヨー　カンザンナー⸣トー　⸢カシカーサ⸣レー　ナ⸢ラン⸣ダー	[joː⸢joː kanʣannaː⸣toː ⸢kaʃi̥kaːsa⸣reː na⸢ran⸣daː]	(よくよく注意しろよ{EOS}彼奴などに騙され<賺され>てはならないぞ)。卑しめていう場合に用いる。
4193	0	0	4724	カンザヤー	⸢カンザ⸣ヤー	3	⸢ウイバル⸣ナー　チ⸢カ⸣グル　⸢バー⸣キン　⸢カンザヤー⸣ヤ　ア⸢リ⸣ブタ	[⸢ʔuibaru⸣naː ʧi̥⸢ka⸣guru ⸢baː⸣kiŋ ⸢kanʣajaː⸣ja ʔa⸢ri⸣buta]	(上原には最近までも鍛冶屋はあった<ありおった>)。「本年、八重山島鬚川村の伊志登新城を褒嘉して赤冠を賞賜す。八重山島鬚川村の伊志登新城は、上届三十午年、令に従りて鍛鈶工職に充任し、~」『球陽　読み下し編』とあるから、明治6年頃までは鬚川村に鍛冶屋があったと推定される
